file_name,species,class_ID,data_set,original_file_name
Chorthippusbrunneus_No_ID_20170802_132433.M.wav,Chorthippusbrunneus,3,train,No_ID_20170802_132433.M.wav
Roeselianaroeselii_dat006-020.M.wav,Roeselianaroeselii,30,train,dat006-020.M.wav
Pseudochorthippusparallelus_dat001-044.M.wav,Pseudochorthippusparallelus,28,train,dat001-044.M.wav
Chorthippusbrunneus_dat011-004.wav,Chorthippusbrunneus,3,validation,dat011-004.wav
Pseudochorthippusparallelus_dat044-019.wav,Pseudochorthippusparallelus,28,train,dat044-019.wav
Grylluscampestris_Take32.M.wav,Grylluscampestris,4,validation,Take32.M.wav
Pseudochorthippusparallelus_dat004-016.M.wav,Pseudochorthippusparallelus,28,test,dat004-016.M.wav
Roeselianaroeselii_dat015-001.M.wav,Roeselianaroeselii,30,train,dat015-001.M.wav
Oecanthuspellucens_dat168-015.wav,Oecanthuspellucens,12,test,dat168-015.wav
Chorthippusbiguttulus_file0224.M.wav,Chorthippusbiguttulus,2,train,file0224.M.wav
Chorthippusbrunneus_dat003-020.M.wav,Chorthippusbrunneus,3,train,dat003-020.M.wav
Chorthippusbrunneus_dat022-008.wav,Chorthippusbrunneus,3,train,dat022-008.wav
Chorthippusbiguttulus_dat185-002.wav,Chorthippusbiguttulus,2,train,dat185-002.wav
Chorthippusbiguttulus_dat005-056.M.wav,Chorthippusbiguttulus,2,train,dat005-056.M.wav
Roeselianaroeselii_dat006-006.M.wav,Roeselianaroeselii,30,train,dat006-006.M.wav
Oecanthuspellucens_Take73.M.wav,Oecanthuspellucens,12,validation,Take73.M.wav
Tettigoniaviridissima_dat003-039.M.wav,Tettigoniaviridissima,31,train,dat003-039.M.wav
Chorthippusbiguttulus_NoID_20210729_115824.M.wav,Chorthippusbiguttulus,2,train,NoID_20210729_115824.M.wav
Pseudochorthippusparallelus_dat026-038.M.wav,Pseudochorthippusparallelus,28,test,dat026-038.M.wav
Grylluscampestris_dat010-006.M.wav,Grylluscampestris,4,train,dat010-006.M.wav
Chorthippusbiguttulus_Take22.wav,Chorthippusbiguttulus,2,validation,Take22.wav
Grylluscampestris_dat010-004.wav,Grylluscampestris,4,train,dat010-004.wav
Chorthippusbiguttulus_dat001-020.M.wav.M.wav,Chorthippusbiguttulus,2,validation,dat001-020.M.wav.M.wav
Tettigoniaviridissima_dat110-002.M.wav,Tettigoniaviridissima,31,train,dat110-002.M.wav
Pholidopteragriseoaptera_20200705_063934.M.wav,Pholidopteragriseoaptera,13,validation,20200705_063934.M.wav
Pseudochorthippusparallelus_PSEPAR_20210729_164449.M.wav,Pseudochorthippusparallelus,28,train,PSEPAR_20210729_164449.M.wav
Nemobiussylvestris_dat044-015.wav,Nemobiussylvestris,11,validation,dat044-015.wav
Grylluscampestris_dat008-012.M.wav,Grylluscampestris,4,train,dat008-012.M.wav
Chorthippusbrunneus_dat124-003.M.wav,Chorthippusbrunneus,3,validation,dat124-003.M.wav
Tettigoniaviridissima_Take70.M.wav,Tettigoniaviridissima,31,test,Take70.M.wav
Roeselianaroeselii_Metrioptera roeselii Echt.M.wav,Roeselianaroeselii,30,train,Metrioptera roeselii Echt.M.wav
Oecanthuspellucens_Take40.M.wav,Oecanthuspellucens,12,train,Take40.M.wav
Oecanthuspellucens_Take38.M.wav,Oecanthuspellucens,12,train,Take38.M.wav
Nemobiussylvestris_NoID_20210724_144844.M.wav,Nemobiussylvestris,11,train,NoID_20210724_144844.M.wav
Oecanthuspellucens_dat213-002.wav,Oecanthuspellucens,12,validation,dat213-002.wav
Chorthippusbrunneus_dat001-040.M.wav,Chorthippusbrunneus,3,train,dat001-040.M.wav
Oecanthuspellucens_dat116-008.M.wav,Oecanthuspellucens,12,test,dat116-008.M.wav
Roeselianaroeselii_dat006-015.M.wav,Roeselianaroeselii,30,train,dat006-015.M.wav
Nemobiussylvestris_No_ID_20170828_205643.M.wav,Nemobiussylvestris,11,train,No_ID_20170828_205643.M.wav
Grylluscampestris_dat008-010.wav,Grylluscampestris,4,train,dat008-010.wav
Grylluscampestris_dat008-014.M.wav,Grylluscampestris,4,train,dat008-014.M.wav
Chorthippusbiguttulus_CHOBIG_20190906_164243.M.wav,Chorthippusbiguttulus,2,test,CHOBIG_20190906_164243.M.wav
Tettigoniaviridissima_Ultramic_20130809 212842.M.wav,Tettigoniaviridissima,31,test,Ultramic_20130809 212842.M.wav
Chorthippusbrunneus_dat001-021.M.wav,Chorthippusbrunneus,3,test,dat001-021.M.wav
Grylluscampestris_dat010-003.wav,Grylluscampestris,4,train,dat010-003.wav
Oecanthuspellucens_dat213-001.wav,Oecanthuspellucens,12,test,dat213-001.wav
Oecanthuspellucens_dat174-004.wav,Oecanthuspellucens,12,train,dat174-004.wav
Pholidopteragriseoaptera_dat001-054.M.wav,Pholidopteragriseoaptera,13,train,dat001-054.M.wav
Grylluscampestris_dat008-016.M.wav,Grylluscampestris,4,train,dat008-016.M.wav
Oecanthuspellucens_Take03.M.wav,Oecanthuspellucens,12,validation,Take03.M.wav
Roeselianaroeselii_Metrioptera roeselii Vjjl.M.wav,Roeselianaroeselii,30,train,Metrioptera roeselii Vjjl.M.wav
Pseudochorthippusparallelus_dat097-022.M.wav,Pseudochorthippusparallelus,28,train,dat097-022.M.wav
Chorthippusbiguttulus_dat001-053.M.wav,Chorthippusbiguttulus,2,train,dat001-053.M.wav
Pholidopteragriseoaptera_dat148-009.wav,Pholidopteragriseoaptera,13,train,dat148-009.wav
Pholidopteragriseoaptera_dat169-001.M.wav,Pholidopteragriseoaptera,13,train,dat169-001.M.wav
Oecanthuspellucens_dat174-005.wav,Oecanthuspellucens,12,train,dat174-005.wav
Oecanthuspellucens_Take39.M.wav,Oecanthuspellucens,12,train,Take39.M.wav
Grylluscampestris_dat008-011.M.wav,Grylluscampestris,4,test,dat008-011.M.wav
Grylluscampestris_Take02.M.wav,Grylluscampestris,4,test,Take02.M.wav
Pseudochorthippusparallelus_dat005-060.M.wav,Pseudochorthippusparallelus,28,train,dat005-060.M.wav
Chorthippusbiguttulus_dat030-001.wav,Chorthippusbiguttulus,2,validation,dat030-001.wav
Grylluscampestris_file0045.M.wav,Grylluscampestris,4,train,file0045.M.wav
Tettigoniaviridissima_Take14.wav,Tettigoniaviridissima,31,test,Take14.wav
Nemobiussylvestris_dat004-037.M.wav,Nemobiussylvestris,11,train,dat004-037.M.wav
Pseudochorthippusparallelus_dat027-012.M.wav,Pseudochorthippusparallelus,28,test,dat027-012.M.wav
Pholidopteragriseoaptera_NoID_20190907_210359.M.wav,Pholidopteragriseoaptera,13,train,NoID_20190907_210359.M.wav
Nemobiussylvestris_No_ID_20170828_205759.M.wav,Nemobiussylvestris,11,train,No_ID_20170828_205759.M.wav
Chorthippusbrunneus_dat003-009.M.wav,Chorthippusbrunneus,3,validation,dat003-009.M.wav
Pholidopteragriseoaptera_NoID_20200810_181548.M.wav,Pholidopteragriseoaptera,13,train,NoID_20200810_181548.M.wav
Pseudochorthippusparallelus_VOC_190626-1033.wav,Pseudochorthippusparallelus,28,validation,VOC_190626-1033.wav
Chorthippusbiguttulus_dat031-007.wav,Chorthippusbiguttulus,2,train,dat031-007.wav
Chorthippusbrunneus_Take92.wav,Chorthippusbrunneus,3,train,Take92.wav
Nemobiussylvestris_Take16.wav,Nemobiussylvestris,11,test,Take16.wav
Grylluscampestris_dat008-017.M.wav,Grylluscampestris,4,train,dat008-017.M.wav
Chorthippusbiguttulus_dat003-040.M.wav,Chorthippusbiguttulus,2,test,dat003-040.M.wav
Oecanthuspellucens_Take47.M.wav,Oecanthuspellucens,12,train,Take47.M.wav
Chorthippusbrunneus_CHOBRU_20180914_141921.M.wav,Chorthippusbrunneus,3,train,CHOBRU_20180914_141921.M.wav
Tettigoniaviridissima_dat001-006.M.wav,Tettigoniaviridissima,31,test,dat001-006.M.wav
Pholidopteragriseoaptera_dat005-041.M.wav,Pholidopteragriseoaptera,13,validation,dat005-041.M.wav
Tettigoniaviridissima_20170629_201050.M.wav,Tettigoniaviridissima,31,validation,20170629_201050.M.wav
Chorthippusbiguttulus_dat149-002.wav,Chorthippusbiguttulus,2,test,dat149-002.wav
Nemobiussylvestris_Take17.wav,Nemobiussylvestris,11,test,Take17.wav
Pholidopteragriseoaptera___20150723_231036.M.wav,Pholidopteragriseoaptera,13,train,__20150723_231036.M.wav
Oecanthuspellucens_dat026-008.M.wav,Oecanthuspellucens,12,train,dat026-008.M.wav
Nemobiussylvestris_dat004-031.M.wav,Nemobiussylvestris,11,train,dat004-031.M.wav
Roeselianaroeselii_ROEROE_20200811_113904.M.wav,Roeselianaroeselii,30,train,ROEROE_20200811_113904.M.wav
Tettigoniaviridissima_dat020-004.M.wav,Tettigoniaviridissima,31,train,dat020-004.M.wav
Nemobiussylvestris_dat016-020.wav,Nemobiussylvestris,11,train,dat016-020.wav
Nemobiussylvestris_dat145-001.wav,Nemobiussylvestris,11,train,dat145-001.wav
